id,sweet,acidity,body,tannin,type
161931,1.0,3.0,5.0,4.0,1.0
147249,1.0,4.0,5.0,4.0,1.0
166794,1.0,3.0,5.0,3.0,1.0
162289,1.0,3.0,4.0,4.0,1.0
158963,1.0,4.0,4.0,4.0,1.0
168474,1.0,4.0,3.0,1.0,2.0
161398,1.0,5.0,4.0,1.0,2.0
162017,1.0,3.0,4.0,3.0,1.0
149216,1.0,5.0,3.0,3.0,1.0
148368,1.0,3.0,4.0,3.0,1.0
138238,1.0,3.0,5.0,4.0,1.0
154395,1.0,4.0,3.0,1.0,3.0
149109,1.0,4.0,3.0,2.0,1.0
152908,1.0,3.0,3.0,3.0,1.0
163159,1.0,3.0,4.0,4.0,1.0
145193,1.0,3.0,3.0,3.0,1.0
163684,1.0,4.0,4.0,3.0,1.0
142463,1.0,4.0,4.0,4.0,1.0
142407,1.0,2.0,2.0,2.0,1.0
161953,1.0,5.0,3.0,3.0,1.0
166745,1.0,4.0,2.0,1.0,2.0
161133,1.0,4.0,3.0,3.0,1.0
167484,1.0,4.0,3.0,4.0,1.0
160939,1.0,4.0,3.0,1.0,2.0
161041,1.0,4.0,5.0,4.0,1.0
168305,1.0,3.0,2.0,1.0,4.0
145485,1.0,4.0,4.0,4.0,1.0
149093,1.0,4.0,3.0,2.0,1.0
159223,1.0,4.0,3.0,3.0,1.0
143837,1.0,4.0,3.0,4.0,1.0
146066,1.0,4.0,3.0,1.0,2.0
148643,1.0,3.0,2.0,2.0,1.0
151458,1.0,5.0,3.0,2.0,1.0
141485,1.0,3.0,4.0,3.0,1.0
154803,1.0,4.0,3.0,1.0,2.0
145218,1.0,4.0,2.0,1.0,2.0
156152,1.0,3.0,3.0,1.0,2.0
166103,1.0,4.0,4.0,4.0,1.0
154613,1.0,3.0,4.0,3.0,1.0
151453,1.0,3.0,4.0,5.0,1.0
152091,1.0,3.0,5.0,4.0,1.0
147213,1.0,4.0,3.0,4.0,1.0
165431,1.0,3.0,2.0,1.0,2.0
149570,1.0,4.0,2.0,1.0,3.0
155873,1.0,3.0,3.0,3.0,1.0
155255,1.0,3.0,3.0,3.0,1.0
162388,1.0,5.0,4.0,2.0,1.0
163123,1.0,3.0,3.0,1.0,2.0
152514,1.0,3.0,3.0,3.0,1.0
147389,1.0,4.0,4.0,4.0,1.0
145390,1.0,3.0,3.0,3.0,1.0
165752,1.0,4.0,3.0,1.0,3.0
161553,1.0,3.0,3.0,3.0,1.0
162450,1.0,4.0,3.0,1.0,2.0
166124,1.0,2.0,2.0,2.0,1.0
148577,1.0,4.0,4.0,3.0,1.0
167294,1.0,4.0,2.0,1.0,2.0
141496,1.0,4.0,5.0,4.0,1.0
138987,1.0,3.0,3.0,1.0,3.0
146923,1.0,4.0,4.0,4.0,1.0
161739,1.0,4.0,3.0,2.0,1.0
158385,1.0,4.0,3.0,3.0,1.0
160164,1.0,5.0,3.0,2.0,1.0
148586,1.0,3.0,3.0,3.0,1.0
161831,1.0,3.0,3.0,3.0,1.0
139389,1.0,3.0,4.0,3.0,1.0
141085,1.0,3.0,4.0,4.0,1.0
153998,1.0,3.0,3.0,3.0,1.0
147768,1.0,4.0,3.0,3.0,1.0
168687,1.0,4.0,3.0,3.0,1.0
138409,1.0,3.0,3.0,3.0,1.0
166552,1.0,4.0,1.0,1.0,3.0
145736,1.0,4.0,3.0,4.0,1.0
141203,1.0,4.0,2.0,1.0,2.0
155188,1.0,4.0,4.0,4.0,1.0
162264,1.0,4.0,4.0,3.0,1.0
159512,1.0,3.0,4.0,4.0,1.0
145575,1.0,5.0,2.0,1.0,2.0
162828,1.0,3.0,3.0,1.0,2.0
163945,1.0,4.0,4.0,4.0,1.0
145337,1.0,3.0,3.0,1.0,2.0
148349,1.0,4.0,3.0,4.0,1.0
144858,1.0,3.0,3.0,1.0,3.0
164772,1.0,2.0,4.0,3.0,1.0
163443,1.0,3.0,5.0,4.0,1.0
167352,1.0,4.0,3.0,1.0,2.0
161340,1.0,3.0,4.0,1.0,2.0
162970,1.0,4.0,2.0,1.0,2.0
140831,1.0,3.0,3.0,3.0,1.0
152637,1.0,5.0,5.0,1.0,2.0
166503,1.0,4.0,3.0,4.0,1.0
160586,1.0,3.0,4.0,3.0,1.0
140792,1.0,3.0,5.0,4.0,1.0
152508,1.0,3.0,4.0,4.0,1.0
152155,1.0,3.0,4.0,4.0,1.0
150690,1.0,4.0,2.0,1.0,2.0
168408,1.0,4.0,3.0,3.0,1.0
161049,1.0,3.0,2.0,1.0,2.0
137951,1.0,4.0,5.0,4.0,1.0
138447,1.0,3.0,4.0,3.0,1.0
138971,1.0,5.0,5.0,4.0,1.0
151954,1.0,3.0,4.0,3.0,1.0
163180,1.0,2.0,5.0,4.0,1.0
146046,1.0,4.0,4.0,4.0,1.0
152343,1.0,5.0,4.0,1.0,3.0
143456,1.0,5.0,2.0,1.0,2.0
154880,1.0,4.0,3.0,3.0,1.0
166616,1.0,3.0,2.0,1.0,2.0
165154,1.0,3.0,3.0,3.0,1.0
149427,1.0,3.0,4.0,3.0,1.0
145955,1.0,3.0,4.0,3.0,1.0
167347,1.0,5.0,4.0,1.0,2.0
157086,1.0,3.0,3.0,1.0,2.0
158180,1.0,4.0,3.0,1.0,2.0
139488,1.0,4.0,3.0,3.0,1.0
146263,1.0,4.0,5.0,4.0,1.0
166717,1.0,5.0,5.0,5.0,1.0
137955,1.0,4.0,4.0,3.0,1.0
166858,1.0,4.0,3.0,3.0,1.0
165316,1.0,3.0,4.0,4.0,1.0
141409,1.0,3.0,5.0,4.0,1.0
137483,1.0,4.0,2.0,2.0,1.0
166998,1.0,4.0,5.0,5.0,1.0
166018,1.0,3.0,3.0,1.0,2.0
144540,1.0,4.0,3.0,3.0,1.0
149594,1.0,3.0,3.0,1.0,2.0
154128,1.0,4.0,4.0,4.0,1.0
158445,1.0,3.0,3.0,3.0,1.0
167479,1.0,4.0,3.0,1.0,2.0
146887,1.0,3.0,3.0,3.0,1.0
147129,1.0,3.0,2.0,1.0,2.0
144420,1.0,4.0,3.0,2.0,1.0
137212,1.0,4.0,3.0,3.0,1.0
163167,1.0,4.0,5.0,5.0,1.0
155622,1.0,4.0,3.0,1.0,2.0
150395,1.0,4.0,4.0,2.0,1.0
167345,1.0,4.0,3.0,1.0,2.0
162293,1.0,4.0,5.0,5.0,1.0
160951,1.0,3.0,3.0,3.0,1.0
140005,1.0,3.0,3.0,3.0,1.0
166986,1.0,3.0,3.0,2.0,1.0
145489,1.0,3.0,4.0,4.0,1.0
163741,1.0,3.0,4.0,3.0,1.0
148393,1.0,3.0,3.0,3.0,1.0
154043,1.0,3.0,3.0,3.0,1.0
166386,1.0,3.0,2.0,1.0,2.0
139899,1.0,4.0,3.0,3.0,1.0
148934,1.0,4.0,3.0,2.0,1.0
152442,1.0,4.0,3.0,3.0,1.0
148979,1.0,5.0,3.0,3.0,1.0
163731,1.0,3.0,4.0,4.0,1.0
149589,1.0,3.0,2.0,2.0,1.0
166169,1.0,3.0,5.0,4.0,1.0
145899,1.0,4.0,4.0,4.0,1.0
154355,1.0,3.0,5.0,4.0,1.0
150541,1.0,3.0,3.0,3.0,1.0
167210,1.0,4.0,4.0,3.0,1.0
146071,1.0,2.0,3.0,4.0,1.0
166560,1.0,3.0,3.0,3.0,1.0
149165,1.0,5.0,2.0,2.0,1.0
162681,1.0,3.0,3.0,3.0,1.0
162862,1.0,4.0,3.0,1.0,2.0
141732,1.0,4.0,2.0,2.0,1.0
155491,1.0,4.0,4.0,4.0,1.0
155796,1.0,4.0,2.0,1.0,2.0
147152,1.0,4.0,5.0,4.0,1.0
165785,1.0,2.0,3.0,3.0,1.0
145986,1.0,3.0,3.0,1.0,2.0
139743,1.0,3.0,4.0,4.0,1.0
168587,1.0,5.0,2.0,1.0,3.0
140571,1.0,3.0,3.0,1.0,2.0
148360,1.0,3.0,3.0,1.0,2.0
149717,1.0,3.0,3.0,4.0,1.0
143368,1.0,3.0,2.0,1.0,2.0
154367,1.0,3.0,3.0,2.0,1.0
146303,1.0,3.0,3.0,1.0,2.0
156204,1.0,3.0,5.0,4.0,1.0
148919,1.0,3.0,3.0,1.0,2.0
160193,1.0,4.0,4.0,3.0,1.0
143566,1.0,3.0,4.0,3.0,1.0
149057,1.0,4.0,3.0,3.0,1.0
154863,1.0,4.0,3.0,1.0,2.0
166399,1.0,3.0,3.0,3.0,1.0
162718,1.0,3.0,2.0,1.0,2.0
148976,1.0,5.0,3.0,3.0,1.0
143294,1.0,5.0,3.0,3.0,1.0
158499,1.0,4.0,5.0,4.0,1.0
167234,1.0,3.0,3.0,3.0,1.0
144812,1.0,3.0,3.0,3.0,1.0
149232,1.0,5.0,2.0,1.0,3.0
140815,1.0,4.0,5.0,5.0,1.0
143292,1.0,5.0,3.0,3.0,1.0
166318,1.0,4.0,3.0,3.0,1.0
164012,1.0,3.0,4.0,1.0,2.0
155607,1.0,3.0,4.0,3.0,1.0
154610,1.0,3.0,3.0,1.0,2.0
165460,1.0,4.0,4.0,1.0,2.0
164628,1.0,4.0,2.0,1.0,3.0
143558,1.0,4.0,2.0,2.0,1.0
151953,1.0,3.0,5.0,4.0,1.0
153871,2.0,4.0,3.0,2.0,4.0
152278,2.0,2.0,3.0,1.0,2.0
158844,2.0,3.0,2.0,1.0,3.0
145170,2.0,3.0,3.0,1.0,2.0
155448,2.0,3.0,3.0,1.0,2.0
144566,2.0,3.0,3.0,1.0,2.0
149667,2.0,3.0,2.0,1.0,3.0
152071,2.0,4.0,2.0,1.0,2.0
158375,2.0,3.0,4.0,3.0,1.0
150910,2.0,3.0,2.0,1.0,2.0
150988,2.0,3.0,3.0,1.0,2.0
164815,2.0,3.0,4.0,1.0,2.0
137291,2.0,2.0,2.0,1.0,4.0
154699,2.0,3.0,2.0,1.0,2.0
148411,2.0,2.0,3.0,1.0,2.0
151294,2.0,3.0,3.0,1.0,2.0
145639,2.0,4.0,2.0,3.0,1.0
156801,2.0,3.0,4.0,3.0,1.0
139928,2.0,3.0,4.0,1.0,2.0
154599,2.0,2.0,2.0,1.0,3.0
151450,2.0,3.0,3.0,1.0,2.0
145702,2.0,3.0,3.0,3.0,1.0
149398,2.0,3.0,3.0,3.0,1.0
168078,2.0,3.0,3.0,1.0,2.0
137908,2.0,2.0,3.0,1.0,3.0
137420,2.0,3.0,2.0,1.0,2.0
150728,2.0,4.0,3.0,1.0,2.0
139124,2.0,5.0,2.0,1.0,2.0
150362,2.0,2.0,4.0,3.0,1.0
165374,2.0,3.0,2.0,1.0,3.0
154588,2.0,2.0,5.0,1.0,5.0
147101,2.0,3.0,4.0,1.0,2.0
166483,2.0,3.0,4.0,4.0,1.0
161022,2.0,3.0,3.0,2.0,1.0
147312,2.0,3.0,5.0,4.0,1.0
140534,2.0,4.0,3.0,1.0,2.0
150843,2.0,1.0,4.0,1.0,5.0
142809,2.0,4.0,2.0,3.0,1.0
147184,2.0,3.0,3.0,3.0,1.0
152171,2.0,4.0,2.0,1.0,3.0
149535,2.0,5.0,3.0,1.0,2.0
158624,2.0,4.0,3.0,4.0,1.0
154438,2.0,3.0,3.0,1.0,2.0
151886,2.0,5.0,3.0,3.0,1.0
141082,2.0,3.0,5.0,4.0,1.0
163117,2.0,3.0,2.0,1.0,2.0
148203,2.0,3.0,2.0,1.0,2.0
146204,2.0,3.0,2.0,1.0,3.0
153834,2.0,3.0,2.0,1.0,2.0
150716,2.0,4.0,2.0,1.0,3.0
138460,2.0,2.0,2.0,1.0,3.0
145979,2.0,3.0,2.0,1.0,3.0
152202,2.0,3.0,2.0,1.0,2.0
142791,2.0,3.0,3.0,1.0,2.0
166747,2.0,4.0,2.0,1.0,3.0
155240,2.0,5.0,3.0,1.0,2.0
145804,2.0,4.0,3.0,1.0,3.0
161218,2.0,2.0,3.0,2.0,1.0
164584,2.0,3.0,2.0,1.0,2.0
157180,2.0,3.0,3.0,1.0,2.0
156054,2.0,3.0,2.0,1.0,3.0
161281,2.0,2.0,4.0,3.0,1.0
137653,2.0,2.0,5.0,3.0,1.0
167151,2.0,3.0,2.0,1.0,2.0
147508,2.0,4.0,3.0,1.0,3.0
160891,2.0,4.0,5.0,1.0,5.0
164503,2.0,5.0,3.0,1.0,2.0
155252,2.0,3.0,3.0,1.0,3.0
137912,2.0,2.0,2.0,1.0,4.0
151963,2.0,3.0,3.0,1.0,2.0
157614,2.0,4.0,5.0,1.0,5.0
160579,2.0,3.0,2.0,1.0,2.0
139379,2.0,2.0,2.0,1.0,4.0
162937,2.0,4.0,5.0,3.0,1.0
159853,2.0,3.0,4.0,3.0,1.0
166625,2.0,4.0,4.0,4.0,1.0
158435,2.0,2.0,2.0,1.0,2.0
153807,2.0,5.0,3.0,1.0,2.0
156341,2.0,3.0,2.0,1.0,2.0
148348,2.0,2.0,2.0,1.0,4.0
163630,2.0,4.0,4.0,1.0,2.0
166260,2.0,2.0,5.0,3.0,1.0
142053,2.0,4.0,3.0,3.0,1.0
163804,2.0,3.0,3.0,4.0,1.0
145794,2.0,2.0,5.0,3.0,1.0
166197,2.0,4.0,3.0,1.0,3.0
147603,2.0,4.0,4.0,4.0,1.0
145446,2.0,3.0,2.0,3.0,1.0
151191,2.0,3.0,2.0,1.0,2.0
151306,2.0,5.0,3.0,3.0,1.0
154452,2.0,3.0,3.0,3.0,1.0
143850,2.0,3.0,2.0,1.0,2.0
151671,2.0,4.0,4.0,1.0,2.0
155876,2.0,3.0,5.0,4.0,1.0
150297,2.0,3.0,2.0,1.0,2.0
159286,2.0,3.0,3.0,1.0,3.0
166689,2.0,4.0,5.0,5.0,1.0
155702,2.0,2.0,5.0,4.0,1.0
152097,2.0,4.0,3.0,3.0,1.0
167282,2.0,4.0,3.0,1.0,2.0
166263,2.0,2.0,2.0,1.0,4.0
159747,2.0,3.0,2.0,2.0,1.0
153498,2.0,3.0,3.0,2.0,1.0
157226,2.0,3.0,2.0,1.0,2.0
164325,2.0,2.0,5.0,3.0,1.0
162133,2.0,2.0,3.0,1.0,3.0
158538,2.0,3.0,4.0,3.0,1.0
155270,2.0,4.0,2.0,1.0,2.0
141228,2.0,3.0,3.0,3.0,1.0
150406,2.0,5.0,3.0,1.0,2.0
164505,2.0,5.0,3.0,1.0,2.0
154451,2.0,3.0,3.0,3.0,1.0
155703,2.0,4.0,5.0,4.0,1.0
151249,2.0,2.0,3.0,1.0,2.0
166729,2.0,3.0,3.0,1.0,2.0
164874,2.0,2.0,5.0,3.0,1.0
141004,2.0,2.0,4.0,2.0,5.0
164164,2.0,3.0,2.0,1.0,3.0
151987,2.0,3.0,5.0,4.0,1.0
162747,2.0,3.0,2.0,1.0,3.0
162993,2.0,2.0,5.0,3.0,1.0
151902,2.0,2.0,3.0,1.0,3.0
150059,2.0,2.0,3.0,3.0,1.0
152334,2.0,4.0,4.0,3.0,1.0
159995,2.0,3.0,3.0,2.0,1.0
148646,2.0,2.0,2.0,1.0,4.0
161496,2.0,4.0,4.0,4.0,1.0
149384,2.0,3.0,4.0,3.0,1.0
156057,2.0,3.0,3.0,3.0,1.0
158851,2.0,3.0,2.0,1.0,3.0
159812,2.0,3.0,3.0,1.0,2.0
138694,2.0,3.0,3.0,1.0,3.0
159082,2.0,3.0,4.0,1.0,4.0
156348,2.0,3.0,4.0,1.0,2.0
168335,2.0,3.0,3.0,1.0,2.0
161839,2.0,2.0,3.0,4.0,1.0
141804,2.0,3.0,3.0,1.0,2.0
151018,2.0,3.0,2.0,1.0,2.0
154434,2.0,4.0,4.0,4.0,1.0
153960,2.0,3.0,3.0,2.0,1.0
142076,2.0,2.0,2.0,1.0,4.0
161521,2.0,4.0,3.0,3.0,1.0
150583,2.0,2.0,5.0,3.0,1.0
162695,2.0,3.0,3.0,3.0,1.0
165287,2.0,2.0,4.0,4.0,1.0
150691,2.0,4.0,2.0,1.0,3.0
152050,2.0,4.0,2.0,1.0,2.0
150880,2.0,4.0,3.0,2.0,1.0
141238,2.0,2.0,4.0,3.0,1.0
152150,2.0,3.0,2.0,1.0,3.0
158623,2.0,4.0,3.0,1.0,2.0
161547,2.0,3.0,4.0,3.0,1.0
160917,2.0,2.0,5.0,4.0,1.0
162367,2.0,5.0,2.0,1.0,3.0
137938,2.0,3.0,2.0,1.0,3.0
154847,2.0,3.0,5.0,3.0,1.0
154698,2.0,3.0,3.0,2.0,1.0
159518,2.0,2.0,2.0,1.0,2.0
161023,2.0,3.0,2.0,1.0,2.0
157938,2.0,3.0,4.0,3.0,1.0
143834,2.0,4.0,2.0,1.0,2.0
144466,2.0,5.0,3.0,1.0,2.0
167254,2.0,3.0,3.0,1.0,2.0
166543,2.0,3.0,3.0,3.0,1.0
157634,2.0,2.0,5.0,3.0,1.0
159519,2.0,3.0,3.0,3.0,1.0
163803,2.0,3.0,4.0,3.0,1.0
149668,2.0,3.0,3.0,1.0,2.0
151155,2.0,3.0,3.0,1.0,2.0
161670,2.0,3.0,4.0,3.0,1.0
158338,2.0,3.0,2.0,1.0,4.0
153800,2.0,3.0,2.0,1.0,2.0
162684,2.0,4.0,3.0,1.0,2.0
145268,2.0,4.0,2.0,1.0,2.0
150252,2.0,5.0,3.0,1.0,2.0
137325,2.0,3.0,3.0,1.0,3.0
151388,2.0,3.0,3.0,2.0,1.0
148044,2.0,4.0,2.0,1.0,2.0
154901,2.0,3.0,5.0,3.0,1.0
140201,2.0,2.0,4.0,4.0,1.0
146696,2.0,2.0,2.0,1.0,3.0
149415,2.0,3.0,4.0,1.0,3.0
155118,2.0,3.0,3.0,1.0,2.0
157251,2.0,2.0,3.0,1.0,2.0
141296,2.0,3.0,4.0,1.0,2.0
154266,2.0,3.0,4.0,1.0,4.0
145321,2.0,3.0,2.0,1.0,2.0
151019,2.0,3.0,3.0,3.0,1.0
151078,2.0,3.0,5.0,3.0,1.0
163152,2.0,3.0,3.0,1.0,2.0
162296,2.0,2.0,2.0,1.0,2.0
152327,2.0,3.0,3.0,1.0,4.0
165492,2.0,3.0,3.0,3.0,1.0
166873,2.0,4.0,2.0,2.0,3.0
141213,2.0,3.0,2.0,1.0,3.0
152350,2.0,4.0,2.0,1.0,2.0
158845,2.0,3.0,2.0,1.0,3.0
166310,2.0,3.0,5.0,5.0,1.0
154237,2.0,4.0,3.0,1.0,2.0
163802,2.0,2.0,2.0,1.0,2.0
166702,3.0,2.0,4.0,4.0,1.0
152086,3.0,5.0,2.0,1.0,2.0
168162,3.0,3.0,2.0,1.0,2.0
168371,3.0,3.0,2.0,1.0,3.0
163752,3.0,5.0,3.0,1.0,2.0
141193,3.0,5.0,3.0,1.0,2.0
156974,3.0,5.0,1.0,1.0,2.0
165317,3.0,2.0,2.0,2.0,1.0
153883,3.0,3.0,4.0,1.0,2.0
151730,3.0,4.0,3.0,1.0,2.0
145558,3.0,4.0,4.0,1.0,2.0
157955,3.0,3.0,2.0,1.0,2.0
168109,3.0,2.0,3.0,1.0,4.0
148019,3.0,2.0,2.0,2.0,1.0
147412,3.0,2.0,3.0,2.0,1.0
137939,3.0,3.0,2.0,1.0,3.0
149317,3.0,2.0,2.0,1.0,3.0
151162,3.0,3.0,2.0,1.0,3.0
139672,3.0,5.0,2.0,1.0,2.0
148119,3.0,5.0,3.0,1.0,2.0
141183,3.0,2.0,3.0,2.0,1.0
146171,3.0,2.0,2.0,1.0,3.0
151975,3.0,2.0,2.0,1.0,3.0
164921,3.0,2.0,2.0,1.0,5.0
161753,3.0,3.0,3.0,1.0,2.0
148886,3.0,3.0,2.0,1.0,2.0
156364,3.0,2.0,2.0,1.0,5.0
162833,3.0,2.0,2.0,1.0,3.0
146636,3.0,2.0,2.0,1.0,2.0
150365,3.0,2.0,3.0,3.0,1.0
149675,3.0,2.0,3.0,1.0,3.0
161503,3.0,2.0,2.0,1.0,3.0
162177,3.0,3.0,2.0,1.0,3.0
164750,3.0,2.0,3.0,1.0,2.0
148640,3.0,3.0,2.0,2.0,1.0
165334,3.0,1.0,3.0,1.0,5.0
141439,3.0,4.0,3.0,2.0,4.0
168645,3.0,2.0,2.0,1.0,2.0
156443,3.0,3.0,2.0,1.0,3.0
150945,3.0,2.0,3.0,1.0,3.0
142389,3.0,2.0,2.0,1.0,5.0
148099,3.0,2.0,4.0,1.0,2.0
145502,3.0,1.0,3.0,2.0,1.0
138484,3.0,2.0,3.0,1.0,3.0
163112,3.0,3.0,2.0,1.0,2.0
142788,3.0,5.0,3.0,1.0,2.0
166326,3.0,2.0,3.0,1.0,3.0
144468,3.0,5.0,3.0,1.0,2.0
138368,3.0,3.0,3.0,1.0,3.0
147991,3.0,3.0,2.0,2.0,1.0
147578,3.0,2.0,2.0,1.0,2.0
159703,3.0,2.0,2.0,1.0,5.0
151832,3.0,4.0,2.0,1.0,2.0
150570,3.0,2.0,1.0,1.0,2.0
162831,3.0,2.0,2.0,1.0,4.0
165505,3.0,3.0,2.0,1.0,4.0
151389,3.0,3.0,3.0,1.0,2.0
145426,3.0,3.0,3.0,1.0,2.0
143526,3.0,2.0,1.0,1.0,2.0
151275,3.0,3.0,2.0,1.0,2.0
162265,3.0,2.0,3.0,1.0,2.0
161505,3.0,3.0,3.0,1.0,3.0
147452,3.0,2.0,2.0,1.0,4.0
163078,3.0,2.0,2.0,1.0,5.0
153580,3.0,2.0,3.0,2.0,1.0
150911,3.0,4.0,2.0,4.0,1.0
137910,3.0,3.0,3.0,1.0,3.0
148048,3.0,2.0,3.0,1.0,2.0
144492,3.0,5.0,2.0,1.0,2.0
159777,3.0,2.0,3.0,1.0,3.0
165549,3.0,4.0,2.0,1.0,2.0
162266,3.0,2.0,2.0,3.0,1.0
151197,3.0,2.0,3.0,1.0,2.0
142780,3.0,2.0,2.0,2.0,1.0
149534,3.0,3.0,4.0,1.0,2.0
161504,3.0,2.0,2.0,1.0,5.0
137217,3.0,2.0,3.0,1.0,4.0
141301,3.0,5.0,2.0,1.0,2.0
152688,3.0,2.0,2.0,1.0,4.0
150975,3.0,5.0,2.0,1.0,3.0
137275,3.0,2.0,2.0,1.0,2.0
150002,3.0,3.0,2.0,2.0,1.0
155830,3.0,3.0,4.0,1.0,2.0
165493,3.0,3.0,2.0,1.0,3.0
139872,3.0,4.0,3.0,1.0,2.0
162279,3.0,5.0,2.0,1.0,2.0
144465,3.0,5.0,3.0,1.0,2.0
166757,3.0,4.0,2.0,1.0,2.0
151248,3.0,5.0,2.0,1.0,2.0
158960,3.0,5.0,3.0,1.0,2.0
149672,3.0,4.0,3.0,1.0,2.0
156372,3.0,2.0,4.0,2.0,1.0
150408,3.0,5.0,3.0,1.0,2.0
141355,3.0,5.0,2.0,1.0,2.0
149607,3.0,1.0,3.0,2.0,1.0
148021,3.0,2.0,2.0,1.0,5.0
147959,3.0,3.0,2.0,1.0,2.0
167887,3.0,3.0,1.0,1.0,2.0
162418,3.0,5.0,3.0,1.0,2.0
