id,sweet,acidity,body,tannin,type
148885,3.0,2.0,3.0,3.0,1.0
165551,3.0,4.0,3.0,1.0,2.0
151104,3.0,3.0,3.0,1.0,2.0
151750,3.0,2.0,2.0,2.0,1.0
148695,3.0,4.0,3.0,1.0,3.0
137675,3.0,3.0,2.0,1.0,2.0
168634,3.0,3.0,2.0,1.0,3.0
137352,3.0,4.0,3.0,1.0,2.0
164162,3.0,2.0,2.0,1.0,2.0
150366,3.0,2.0,1.0,1.0,2.0
151049,3.0,2.0,3.0,3.0,1.0
162511,3.0,3.0,2.0,1.0,2.0
157092,3.0,2.0,3.0,2.0,1.0
153915,3.0,3.0,4.0,1.0,5.0
147657,3.0,3.0,3.0,1.0,3.0
144082,3.0,3.0,3.0,1.0,3.0
140601,3.0,2.0,2.0,1.0,4.0
168174,3.0,3.0,3.0,1.0,4.0
147064,3.0,2.0,2.0,1.0,4.0
152069,3.0,2.0,2.0,1.0,2.0
139916,3.0,2.0,2.0,1.0,2.0
138253,3.0,5.0,3.0,1.0,2.0
161845,3.0,2.0,3.0,1.0,3.0
141233,3.0,2.0,3.0,1.0,2.0
155812,3.0,2.0,2.0,1.0,5.0
141184,3.0,2.0,2.0,1.0,2.0
145263,3.0,5.0,2.0,1.0,2.0
168334,3.0,3.0,2.0,1.0,4.0
144998,3.0,4.0,3.0,1.0,3.0
137218,3.0,2.0,3.0,1.0,2.0
151486,3.0,2.0,3.0,1.0,3.0
168672,3.0,3.0,1.0,1.0,2.0
166324,3.0,2.0,3.0,1.0,3.0
164549,3.0,3.0,2.0,1.0,2.0
138126,3.0,5.0,4.0,1.0,2.0
168707,3.0,3.0,3.0,1.0,4.0
150389,3.0,2.0,2.0,1.0,4.0
150478,3.0,2.0,3.0,1.0,2.0
141350,3.0,5.0,2.0,1.0,2.0
137347,3.0,4.0,3.0,4.0,1.0
168577,3.0,3.0,1.0,1.0,3.0
154091,3.0,2.0,3.0,1.0,3.0
150613,3.0,1.0,3.0,2.0,1.0
162376,3.0,3.0,2.0,1.0,5.0
160928,3.0,2.0,2.0,1.0,5.0
163836,3.0,2.0,3.0,2.0,3.0
145448,3.0,2.0,2.0,1.0,2.0
164161,3.0,2.0,3.0,2.0,1.0
161562,3.0,3.0,2.0,1.0,3.0
148222,3.0,5.0,2.0,1.0,2.0
142787,3.0,5.0,3.0,1.0,2.0
159537,3.0,2.0,2.0,1.0,5.0
153391,3.0,2.0,3.0,1.0,2.0
155829,3.0,3.0,3.0,1.0,2.0
154086,3.0,3.0,3.0,1.0,2.0
151039,3.0,5.0,2.0,1.0,2.0
166666,3.0,3.0,3.0,1.0,4.0
160841,3.0,2.0,2.0,1.0,5.0
152037,3.0,3.0,3.0,1.0,2.0
156306,3.0,2.0,2.0,1.0,5.0
151035,3.0,5.0,2.0,1.0,2.0
137272,3.0,1.0,2.0,1.0,1.0
150874,3.0,2.0,2.0,2.0,1.0
157953,3.0,3.0,3.0,1.0,2.0
162697,3.0,2.0,2.0,1.0,4.0
151149,3.0,5.0,2.0,1.0,2.0
153484,3.0,4.0,4.0,4.0,1.0
148189,3.0,2.0,2.0,1.0,3.0
154730,3.0,2.0,3.0,1.0,3.0
154156,3.0,5.0,3.0,1.0,2.0
151145,3.0,4.0,2.0,1.0,2.0
164586,3.0,3.0,2.0,1.0,2.0
141441,3.0,4.0,3.0,4.0,1.0
153850,3.0,3.0,2.0,1.0,4.0
151974,3.0,2.0,3.0,2.0,1.0
156205,3.0,3.0,3.0,1.0,3.0
142831,3.0,2.0,2.0,1.0,3.0
150253,3.0,5.0,3.0,1.0,2.0
160423,3.0,2.0,2.0,1.0,4.0
157475,3.0,2.0,2.0,1.0,3.0
151769,3.0,3.0,1.0,1.0,2.0
168365,3.0,2.0,3.0,3.0,1.0
150841,3.0,1.0,3.0,2.0,1.0
163297,3.0,5.0,2.0,1.0,2.0
149910,3.0,3.0,3.0,2.0,1.0
143118,3.0,2.0,2.0,1.0,4.0
165319,3.0,3.0,2.0,2.0,1.0
161919,3.0,2.0,3.0,1.0,3.0
153591,3.0,5.0,2.0,1.0,3.0
160536,3.0,2.0,3.0,2.0,1.0
159055,3.0,4.0,3.0,4.0,1.0
153566,3.0,4.0,4.0,2.0,5.0
166325,3.0,2.0,3.0,1.0,3.0
137459,3.0,2.0,2.0,1.0,5.0
148047,3.0,2.0,3.0,1.0,3.0
164496,3.0,2.0,1.0,1.0,3.0
161251,3.0,3.0,4.0,4.0,1.0
149909,3.0,3.0,2.0,1.0,2.0
151277,3.0,3.0,3.0,2.0,1.0
167580,3.0,2.0,4.0,3.0,1.0
161542,3.0,2.0,3.0,3.0,1.0
154028,4.0,1.0,2.0,1.0,3.0
159510,4.0,2.0,2.0,1.0,2.0
147461,4.0,2.0,2.0,1.0,2.0
163098,4.0,2.0,2.0,1.0,4.0
155928,4.0,1.0,2.0,1.0,3.0
146372,4.0,2.0,2.0,1.0,2.0
146063,4.0,3.0,3.0,1.0,2.0
162062,4.0,2.0,2.0,1.0,3.0
155831,4.0,2.0,4.0,1.0,2.0
152587,4.0,2.0,2.0,1.0,2.0
139200,4.0,2.0,4.0,1.0,2.0
147640,4.0,2.0,2.0,1.0,2.0
164632,4.0,2.0,2.0,1.0,2.0
161435,4.0,2.0,3.0,1.0,2.0
150376,4.0,1.0,3.0,2.0,1.0
150991,4.0,2.0,2.0,1.0,3.0
161126,4.0,2.0,4.0,1.0,2.0
139194,4.0,1.0,4.0,2.0,1.0
160013,4.0,1.0,2.0,1.0,2.0
139671,4.0,2.0,2.0,1.0,2.0
141499,4.0,1.0,3.0,2.0,1.0
145974,4.0,2.0,4.0,2.0,1.0
151920,4.0,1.0,1.0,1.0,2.0
151244,4.0,2.0,2.0,1.0,2.0
165318,4.0,2.0,3.0,1.0,2.0
149992,4.0,2.0,2.0,1.0,3.0
162958,4.0,3.0,2.0,1.0,2.0
150752,4.0,2.0,3.0,1.0,3.0
160892,4.0,2.0,4.0,2.0,5.0
152353,4.0,2.0,2.0,1.0,4.0
148759,4.0,2.0,2.0,2.0,1.0
150397,4.0,1.0,3.0,1.0,3.0
145254,4.0,2.0,2.0,1.0,1.0
149491,4.0,1.0,3.0,1.0,3.0
164949,4.0,2.0,3.0,1.0,2.0
151382,4.0,2.0,2.0,1.0,3.0
145741,4.0,2.0,2.0,1.0,3.0
138817,4.0,4.0,4.0,1.0,2.0
137504,4.0,2.0,2.0,1.0,2.0
154686,4.0,1.0,2.0,1.0,3.0
165711,4.0,2.0,2.0,1.0,3.0
140374,4.0,2.0,3.0,1.0,2.0
162547,4.0,2.0,3.0,1.0,3.0
147580,4.0,2.0,2.0,1.0,3.0
147607,4.0,1.0,4.0,2.0,1.0
153613,4.0,1.0,2.0,1.0,2.0
167914,4.0,2.0,2.0,1.0,1.0
149994,4.0,2.0,2.0,2.0,1.0
159535,4.0,2.0,2.0,1.0,5.0
141451,4.0,2.0,3.0,3.0,1.0
139564,4.0,2.0,2.0,1.0,2.0
148860,4.0,3.0,3.0,4.0,1.0
162032,4.0,2.0,3.0,1.0,2.0
150990,4.0,1.0,2.0,1.0,2.0
149312,4.0,2.0,3.0,1.0,2.0
149602,4.0,2.0,3.0,2.0,1.0
151270,4.0,2.0,3.0,1.0,2.0
151242,4.0,2.0,2.0,1.0,2.0
160871,4.0,2.0,3.0,1.0,2.0
146349,4.0,1.0,3.0,2.0,1.0
151351,4.0,1.0,2.0,1.0,3.0
146593,4.0,2.0,3.0,1.0,3.0
152452,4.0,1.0,3.0,2.0,1.0
164850,4.0,2.0,2.0,1.0,3.0
139176,4.0,2.0,2.0,1.0,2.0
145176,4.0,1.0,5.0,4.0,5.0
151003,4.0,2.0,2.0,1.0,2.0
163252,4.0,2.0,2.0,1.0,5.0
161905,4.0,1.0,2.0,1.0,2.0
159961,4.0,3.0,3.0,1.0,2.0
150432,4.0,2.0,2.0,1.0,2.0
165575,4.0,2.0,2.0,1.0,2.0
162957,4.0,3.0,2.0,1.0,2.0
155429,4.0,2.0,2.0,1.0,2.0
140062,4.0,2.0,3.0,1.0,2.0
161972,4.0,2.0,2.0,1.0,4.0
165807,4.0,1.0,4.0,3.0,5.0
162541,4.0,1.0,2.0,1.0,1.0
162229,4.0,2.0,2.0,1.0,2.0
159491,4.0,1.0,2.0,1.0,2.0
164590,4.0,3.0,3.0,1.0,2.0
155243,4.0,2.0,3.0,1.0,2.0
150666,4.0,1.0,2.0,2.0,1.0
140237,4.0,2.0,2.0,1.0,3.0
160567,4.0,1.0,3.0,1.0,3.0
145867,4.0,2.0,3.0,1.0,3.0
141894,4.0,2.0,3.0,1.0,2.0
161463,4.0,2.0,2.0,1.0,2.0
150254,4.0,2.0,3.0,1.0,2.0
148120,4.0,2.0,2.0,3.0,1.0
159050,4.0,1.0,2.0,1.0,2.0
154401,4.0,2.0,2.0,1.0,5.0
167264,4.0,3.0,2.0,1.0,2.0
142928,4.0,1.0,5.0,1.0,5.0
163858,4.0,2.0,2.0,1.0,3.0
147697,4.0,3.0,4.0,3.0,1.0
150943,4.0,3.0,3.0,1.0,3.0
164973,4.0,2.0,2.0,1.0,2.0
155892,4.0,2.0,2.0,1.0,2.0
161012,4.0,2.0,3.0,1.0,3.0
147561,4.0,2.0,2.0,1.0,3.0
146282,4.0,2.0,2.0,1.0,3.0
164276,4.0,2.0,1.0,1.0,2.0
147225,4.0,2.0,2.0,1.0,2.0
142040,4.0,1.0,2.0,1.0,2.0
158120,4.0,2.0,3.0,1.0,2.0
149598,4.0,2.0,2.0,1.0,2.0
167074,4.0,3.0,4.0,1.0,2.0
139792,4.0,2.0,2.0,1.0,2.0
148760,4.0,2.0,2.0,1.0,2.0
141299,4.0,2.0,3.0,1.0,2.0
145740,4.0,2.0,3.0,1.0,2.0
140582,4.0,2.0,2.0,1.0,3.0
167284,4.0,3.0,4.0,1.0,2.0
149559,4.0,1.0,2.0,2.0,1.0
165934,4.0,2.0,2.0,1.0,4.0
138737,4.0,1.0,5.0,2.0,5.0
145876,4.0,2.0,3.0,1.0,2.0
149704,4.0,3.0,3.0,1.0,2.0
139112,4.0,1.0,3.0,1.0,3.0
150793,4.0,1.0,4.0,2.0,1.0
153505,4.0,1.0,2.0,1.0,1.0
159925,4.0,2.0,3.0,1.0,3.0
162251,4.0,1.0,3.0,1.0,3.0
162966,4.0,1.0,3.0,1.0,2.0
167942,4.0,3.0,2.0,1.0,3.0
162411,4.0,2.0,3.0,1.0,4.0
155842,4.0,2.0,3.0,1.0,2.0
141498,4.0,1.0,3.0,2.0,1.0
139566,4.0,2.0,2.0,1.0,3.0
156448,4.0,2.0,2.0,1.0,2.0
164741,4.0,2.0,5.0,2.0,1.0
141388,4.0,1.0,3.0,2.0,1.0
167920,4.0,3.0,2.0,1.0,3.0
137502,4.0,2.0,2.0,1.0,3.0
147600,4.0,2.0,2.0,1.0,2.0
150374,4.0,2.0,2.0,1.0,2.0
148202,4.0,1.0,2.0,1.0,2.0
149996,4.0,2.0,2.0,1.0,2.0
154586,4.0,3.0,4.0,1.0,5.0
149374,4.0,2.0,2.0,1.0,3.0
150974,4.0,2.0,2.0,1.0,3.0
141928,4.0,1.0,3.0,1.0,3.0
150398,4.0,2.0,3.0,1.0,3.0
149474,4.0,2.0,2.0,1.0,3.0
164489,4.0,2.0,2.0,1.0,2.0
162132,4.0,2.0,2.0,1.0,2.0
146797,4.0,2.0,2.0,1.0,2.0
149651,4.0,2.0,2.0,1.0,2.0
160461,4.0,2.0,3.0,1.0,2.0
140603,4.0,2.0,3.0,1.0,2.0
151352,4.0,1.0,2.0,1.0,3.0
149997,4.0,1.0,2.0,1.0,3.0
164912,4.0,2.0,2.0,1.0,3.0
146088,4.0,2.0,4.0,2.0,5.0
147614,4.0,1.0,3.0,2.0,1.0
163986,4.0,2.0,2.0,1.0,3.0
146092,4.0,2.0,4.0,2.0,5.0
153963,4.0,2.0,3.0,1.0,2.0
166740,4.0,2.0,2.0,1.0,3.0
167844,4.0,3.0,3.0,1.0,2.0
148449,4.0,1.0,3.0,1.0,3.0
154342,4.0,3.0,2.0,1.0,2.0
146093,4.0,3.0,2.0,1.0,3.0
146681,4.0,2.0,2.0,1.0,3.0
147865,4.0,1.0,3.0,2.0,1.0
150355,4.0,2.0,2.0,1.0,3.0
148758,4.0,2.0,2.0,1.0,2.0
160894,4.0,2.0,5.0,1.0,5.0
140170,4.0,1.0,3.0,1.0,3.0
155304,4.0,3.0,4.0,1.0,2.0
158160,4.0,2.0,3.0,1.0,2.0
150669,4.0,2.0,2.0,1.0,2.0
167775,4.0,3.0,2.0,1.0,3.0
164277,4.0,2.0,1.0,1.0,2.0
147435,4.0,3.0,3.0,1.0,2.0
159239,4.0,2.0,2.0,1.0,1.0
153895,4.0,1.0,5.0,1.0,2.0
149646,4.0,2.0,2.0,1.0,2.0
163211,4.0,2.0,2.0,1.0,2.0
162853,4.0,2.0,3.0,1.0,2.0
158334,4.0,3.0,4.0,1.0,2.0
154394,4.0,2.0,3.0,1.0,2.0
148304,4.0,1.0,3.0,1.0,3.0
163114,4.0,3.0,3.0,1.0,2.0
163480,4.0,2.0,2.0,1.0,2.0
147455,4.0,2.0,3.0,1.0,4.0
149470,4.0,1.0,3.0,1.0,3.0
162341,4.0,2.0,2.0,1.0,2.0
159493,4.0,2.0,2.0,1.0,2.0
149512,4.0,2.0,2.0,2.0,1.0
165123,4.0,2.0,2.0,1.0,3.0
146881,4.0,1.0,3.0,1.0,3.0
147698,4.0,3.0,5.0,1.0,5.0
148592,4.0,2.0,3.0,1.0,2.0
155895,4.0,1.0,3.0,1.0,2.0
155861,4.0,2.0,2.0,1.0,2.0
147745,4.0,2.0,2.0,1.0,2.0
164355,4.0,2.0,2.0,1.0,3.0
163212,4.0,2.0,3.0,2.0,1.0
166692,5.0,3.0,1.0,1.0,2.0
150039,5.0,1.0,2.0,1.0,2.0
168696,5.0,3.0,5.0,3.0,5.0
146225,5.0,3.0,5.0,1.0,2.0
138150,5.0,1.0,4.0,2.0,5.0
141851,5.0,3.0,2.0,1.0,2.0
146693,5.0,2.0,5.0,1.0,2.0
161246,5.0,2.0,4.0,2.0,5.0
146749,5.0,2.0,2.0,1.0,2.0
142794,5.0,3.0,5.0,1.0,2.0
146527,5.0,1.0,4.0,1.0,2.0
162389,5.0,3.0,3.0,1.0,2.0
162924,5.0,3.0,5.0,1.0,2.0
162519,5.0,2.0,5.0,2.0,5.0
159960,5.0,3.0,4.0,1.0,2.0
149323,5.0,2.0,3.0,1.0,2.0
159248,5.0,3.0,4.0,1.0,2.0
154428,5.0,3.0,5.0,2.0,5.0
138457,5.0,1.0,4.0,2.0,5.0
145173,5.0,1.0,4.0,2.0,5.0
150770,5.0,3.0,5.0,1.0,5.0
147429,5.0,4.0,4.0,1.0,2.0
147251,5.0,3.0,4.0,1.0,3.0
147425,5.0,2.0,4.0,2.0,1.0
162142,5.0,2.0,5.0,3.0,5.0
140379,5.0,2.0,3.0,1.0,2.0
152989,5.0,1.0,4.0,1.0,2.0
166047,5.0,2.0,5.0,1.0,1.0
154582,5.0,2.0,3.0,1.0,2.0
152448,5.0,3.0,5.0,1.0,2.0
167285,5.0,3.0,5.0,1.0,2.0
162463,5.0,3.0,4.0,1.0,2.0
147608,5.0,2.0,2.0,1.0,2.0
158285,5.0,4.0,5.0,1.0,2.0
147463,5.0,2.0,2.0,1.0,2.0
150152,5.0,2.0,3.0,1.0,2.0
145556,5.0,2.0,5.0,1.0,2.0
167167,5.0,2.0,5.0,2.0,5.0
141715,5.0,1.0,4.0,2.0,1.0
150458,5.0,3.0,4.0,1.0,2.0
144672,5.0,4.0,4.0,1.0,2.0
148228,5.0,2.0,4.0,1.0,2.0
159954,5.0,3.0,5.0,1.0,2.0
148420,5.0,3.0,3.0,1.0,2.0
141005,5.0,1.0,4.0,2.0,5.0
137322,5.0,3.0,2.0,1.0,2.0
162149,5.0,3.0,5.0,4.0,5.0
159969,5.0,2.0,3.0,1.0,2.0
139943,5.0,2.0,5.0,2.0,5.0
158465,5.0,2.0,3.0,1.0,2.0
148903,5.0,2.0,3.0,1.0,2.0
162100,5.0,2.0,5.0,1.0,5.0
154169,5.0,2.0,4.0,1.0,2.0
146381,5.0,2.0,5.0,2.0,5.0
145923,5.0,4.0,2.0,1.0,2.0
168429,5.0,2.0,5.0,2.0,5.0
165170,5.0,3.0,3.0,1.0,2.0
148767,5.0,3.0,3.0,1.0,2.0
161752,5.0,2.0,3.0,1.0,2.0
148076,5.0,3.0,5.0,1.0,2.0
153011,5.0,4.0,4.0,1.0,2.0
163116,5.0,1.0,4.0,1.0,4.0
153486,5.0,2.0,3.0,1.0,2.0
160897,5.0,3.0,5.0,2.0,5.0
148065,5.0,3.0,3.0,1.0,2.0
145157,5.0,2.0,3.0,1.0,2.0
146356,5.0,3.0,5.0,1.0,2.0
148507,5.0,2.0,2.0,1.0,2.0
161515,5.0,3.0,4.0,1.0,2.0
159214,5.0,3.0,4.0,1.0,2.0
145877,5.0,4.0,4.0,1.0,2.0
160714,5.0,1.0,4.0,1.0,2.0
167222,5.0,4.0,5.0,1.0,5.0
150771,5.0,2.0,5.0,2.0,5.0
137284,5.0,2.0,5.0,3.0,5.0
162391,5.0,3.0,5.0,1.0,2.0
161494,5.0,2.0,4.0,1.0,2.0
140995,5.0,3.0,2.0,1.0,2.0
144873,5.0,3.0,4.0,1.0,2.0
142793,5.0,2.0,4.0,1.0,2.0
161586,5.0,2.0,5.0,1.0,5.0
159957,5.0,3.0,5.0,1.0,2.0
137655,5.0,3.0,5.0,2.0,1.0
145613,5.0,3.0,5.0,1.0,2.0
146215,5.0,1.0,2.0,1.0,2.0
137930,5.0,1.0,4.0,1.0,2.0
147696,5.0,2.0,2.0,1.0,2.0
155175,5.0,3.0,5.0,1.0,2.0
146483,5.0,2.0,4.0,2.0,5.0
141254,5.0,2.0,2.0,1.0,2.0
156763,5.0,2.0,3.0,1.0,2.0
155274,5.0,2.0,3.0,1.0,2.0
141358,5.0,3.0,2.0,1.0,2.0
150946,5.0,1.0,3.0,1.0,3.0
137925,5.0,2.0,5.0,2.0,5.0
151333,5.0,2.0,4.0,1.0,2.0
139803,5.0,3.0,4.0,1.0,1.0
145423,5.0,2.0,4.0,1.0,2.0
165860,5.0,3.0,4.0,1.0,2.0
144659,5.0,3.0,5.0,2.0,5.0
139650,5.0,1.0,3.0,1.0,2.0
139425,5.0,1.0,3.0,1.0,2.0
148064,5.0,4.0,4.0,1.0,2.0
139216,5.0,2.0,3.0,1.0,2.0
162097,5.0,2.0,5.0,3.0,5.0
154023,5.0,2.0,5.0,2.0,5.0
155583,5.0,2.0,2.0,1.0,3.0
162738,5.0,3.0,4.0,1.0,2.0
148053,5.0,4.0,4.0,1.0,2.0
141357,5.0,2.0,2.0,1.0,2.0
137354,5.0,2.0,2.0,1.0,2.0
152984,5.0,2.0,3.0,3.0,1.0
150327,5.0,3.0,3.0,1.0,2.0
149682,5.0,3.0,5.0,1.0,2.0
155273,5.0,2.0,3.0,1.0,2.0
152750,5.0,3.0,5.0,1.0,2.0
148437,5.0,2.0,5.0,2.0,1.0
151010,5.0,2.0,3.0,1.0,2.0
147693,5.0,1.0,2.0,1.0,2.0
160603,5.0,2.0,3.0,1.0,1.0
166690,5.0,2.0,5.0,2.0,1.0
161536,5.0,1.0,4.0,1.0,2.0
164863,5.0,2.0,3.0,1.0,2.0
153805,5.0,3.0,3.0,1.0,3.0
137810,5.0,3.0,4.0,1.0,3.0
164710,5.0,3.0,5.0,1.0,2.0
148522,5.0,2.0,4.0,1.0,2.0
152751,5.0,3.0,5.0,1.0,2.0
166619,5.0,2.0,5.0,2.0,5.0
144795,5.0,4.0,4.0,1.0,2.0
156337,5.0,4.0,4.0,1.0,2.0
138121,5.0,3.0,5.0,1.0,2.0
162520,5.0,3.0,5.0,1.0,5.0
140488,5.0,1.0,5.0,2.0,5.0
167682,5.0,2.0,4.0,3.0,5.0
151316,5.0,2.0,2.0,1.0,2.0
158316,5.0,1.0,5.0,2.0,5.0
147881,5.0,2.0,2.0,1.0,2.0
167753,5.0,3.0,5.0,1.0,5.0
155483,5.0,1.0,3.0,2.0,1.0
153918,5.0,3.0,4.0,1.0,2.0
158764,5.0,1.0,4.0,2.0,5.0
145770,5.0,2.0,4.0,1.0,4.0
168428,5.0,2.0,5.0,2.0,5.0
146581,5.0,2.0,4.0,2.0,1.0
163748,5.0,3.0,3.0,1.0,2.0
162269,5.0,2.0,2.0,1.0,2.0
139158,5.0,3.0,5.0,1.0,2.0
165173,5.0,3.0,4.0,1.0,1.0
152909,5.0,1.0,3.0,1.0,2.0
154108,5.0,4.0,4.0,1.0,2.0
155200,5.0,3.0,5.0,1.0,2.0
151915,5.0,2.0,1.0,1.0,1.0
151089,5.0,3.0,5.0,1.0,1.0
161994,5.0,3.0,4.0,1.0,2.0
148715,5.0,2.0,5.0,3.0,5.0
141161,5.0,2.0,2.0,1.0,2.0
162101,5.0,2.0,5.0,1.0,5.0
147138,5.0,3.0,5.0,1.0,2.0
152752,5.0,3.0,5.0,1.0,2.0
148800,5.0,2.0,3.0,1.0,2.0
164581,5.0,2.0,5.0,1.0,2.0
138124,5.0,4.0,4.0,1.0,2.0
146869,5.0,2.0,5.0,4.0,1.0
138152,5.0,1.0,4.0,2.0,5.0
147842,5.0,1.0,2.0,2.0,1.0
163163,5.0,2.0,5.0,1.0,2.0
163258,5.0,2.0,5.0,1.0,2.0
164508,5.0,2.0,3.0,1.0,2.0
144794,5.0,2.0,2.0,1.0,2.0
148015,5.0,3.0,2.0,1.0,3.0
161149,5.0,1.0,3.0,1.0,2.0
139942,5.0,3.0,5.0,2.0,5.0
149458,5.0,2.0,2.0,4.0,1.0
156235,5.0,4.0,4.0,1.0,2.0
164589,5.0,3.0,5.0,1.0,2.0
146963,5.0,1.0,4.0,1.0,2.0
144504,5.0,3.0,3.0,1.0,2.0
156095,5.0,4.0,4.0,1.0,2.0
141017,5.0,3.0,3.0,1.0,2.0
146916,5.0,2.0,5.0,1.0,5.0
167684,5.0,3.0,5.0,3.0,5.0
163647,5.0,2.0,4.0,1.0,2.0
138740,5.0,3.0,5.0,2.0,5.0
143188,5.0,2.0,2.0,1.0,2.0
151916,5.0,2.0,2.0,1.0,2.0
146649,5.0,2.0,5.0,1.0,2.0
148419,5.0,2.0,2.0,1.0,2.0
140270,5.0,3.0,5.0,1.0,2.0
164558,5.0,2.0,4.0,1.0,2.0
158915,5.0,3.0,4.0,1.0,1.0
146222,5.0,4.0,4.0,1.0,2.0
150821,5.0,2.0,1.0,1.0,2.0
165289,5.0,2.0,5.0,2.0,1.0
148451,5.0,2.0,3.0,1.0,2.0
147749,5.0,2.0,3.0,2.0,1.0
149498,5.0,4.0,3.0,1.0,2.0
145753,5.0,2.0,2.0,1.0,2.0
166465,5.0,4.0,4.0,1.0,2.0
142838,5.0,1.0,2.0,3.0,1.0